Time,trustor,trustee,pkts_f,pkts_d,pdr,frds,coi
3439,14,6,2,3,0.4,0,1
3440,9,15,7,1,0.875,0,0
3440,2,7,2,6,0.25,0,0
3441,2,14,8,0,1,0,0
3441,15,7,2,1,0.666666667,0,0
3442,13,5,2,1,0.666666667,0,0
3442,8,11,4,1,0.8,0,1
3443,1,6,8,0,1,0,0
3444,6,12,1,1,0.5,0,0
3444,13,9,3,0,1,0,1
3445,6,4,1,1,0.5,0,0
3445,4,12,2,2,0.5,0,1
3446,15,1,4,1,0.8,0,1
3446,4,7,2,2,0.5,0,0
3447,7,12,3,5,0.375,0,0
3448,4,15,6,0,1,0,0
3448,12,8,6,1,0.857142857,0,0
3449,12,1,3,4,0.428571429,1,0
3449,7,15,1,1,0.5,0,0
3449,4,9,3,3,0.5,0,1
3451,7,5,1,1,0.5,1,1
3451,2,9,2,8,0.2,0,1
3451,11,10,2,3,0.4,0,0
3452,12,2,3,2,0.6,0,1
3452,7,11,1,1,0.5,0,0
3453,1,8,7,3,0.7,0,1
3454,12,3,5,3,0.625,0,0
3454,8,4,4,3,0.571428571,0,0
3455,8,15,7,0,1,0,1
3455,5,10,1,1,0.5,0,1
3455,13,9,8,0,1,0,1
3457,15,5,1,0,1,0,0
3457,8,2,1,9,0.1,1,0
3457,5,14,1,1,0.5,0,1
3458,11,6,1,0,1,0,0
3459,2,14,1,0,1,0,0
3459,10,12,6,0,1,0,0
3460,13,1,4,0,1,0,0
3460,2,6,1,0,1,0,0
3461,7,3,7,2,0.777777778,0,0
3461,15,7,3,1,0.75,0,0
3462,1,11,6,4,0.6,0,1
3463,14,5,3,2,0.6,0,1
3463,7,5,1,8,0.111111111,1,1
3463,1,8,7,3,0.7,0,1
3464,7,13,3,6,0.333333333,0,0
3464,13,10,5,0,1,0,0
3465,1,8,2,5,0.285714286,0,1
3466,14,1,6,4,0.6,0,0
3466,10,1,4,4,0.5,1,0
3466,1,12,2,5,0.285714286,1,0
3468,14,1,6,0,1,0,0
3468,7,4,1,8,0.111111111,0,0
3468,1,8,5,3,0.625,0,1
3470,8,14,2,0,1,0,0
3470,3,10,2,2,0.5,0,0
3470,14,8,1,5,0.166666667,0,0
3471,14,5,1,5,0.166666667,0,1
3471,8,4,2,0,1,0,0
3472,5,10,3,2,0.6,0,1
3473,10,4,5,4,0.555555556,1,0
3473,13,7,1,3,0.25,0,0
3474,13,3,4,0,1,0,0
3474,2,7,3,1,0.75,0,0
3475,6,3,2,3,0.4,0,0
3475,2,12,3,1,0.75,0,1
3476,12,5,4,3,0.571428571,1,0
3476,6,11,1,4,0.2,0,0
3477,3,13,3,5,0.375,0,0
3478,10,15,3,0,1,0,0
3478,3,10,2,6,0.25,0,0
3478,14,7,4,3,0.571428571,0,1
3479,14,4,3,4,0.428571429,1,0
3480,6,5,3,1,0.75,1,1
3480,3,9,2,8,0.2,0,0
3481,6,12,3,1,0.75,0,0
3481,14,9,2,0,1,0,0
3482,4,10,6,3,0.666666667,1,0
3483,12,2,10,0,1,0,1
3483,8,2,7,3,0.7,1,0
3483,4,13,7,2,0.777777778,0,0
3484,8,13,7,3,0.7,0,0
3484,14,8,9,1,0.9,0,0
3485,5,15,4,0,1,0,0
3486,10,12,3,0,1,0,0
3486,11,10,1,0,1,0,0
3487,15,5,1,0,1,0,0
3487,10,3,3,0,1,0,0
3487,2,10,1,3,0.25,0,0
3488,2,15,3,1,0.75,0,0
3489,13,3,6,2,0.75,0,0
3489,6,14,4,2,0.666666667,0,1
3490,6,2,3,3,0.5,0,0
3490,1,6,4,0,1,0,0
3491,1,14,1,3,0.25,0,0
3491,13,6,10,0,1,0,0
3492,10,15,3,6,0.333333333,0,0
3493,14,3,1,2,0.333333333,0,0
3493,10,5,4,5,0.444444444,0,1
3493,3,9,1,2,0.333333333,0,0
3494,3,11,3,0,1,1,1
3495,9,1,4,2,0.666666667,0,0
3495,11,6,1,3,0.25,0,0
3496,15,1,1,3,0.25,0,1
3496,9,12,4,2,0.666666667,0,1
3496,4,6,1,6,0.142857143,0,0
3497,4,11,4,3,0.571428571,0,0
3498,6,15,1,0,1,0,0
3498,14,8,1,2,0.333333333,0,0
3499,13,5,2,1,0.666666667,0,0
3499,6,4,1,0,1,0,0
3499,2,8,4,4,0.5,1,0
3500,2,13,2,6,0.25,1,1
3501,6,15,8,1,0.888888889,0,0
3501,11,7,2,0,1,0,0
3502,15,1,1,1,0.5,0,1
3502,2,13,1,0,1,1,1
3503,9,14,5,2,0.714285714,0,0
3503,2,10,1,0,1,0,0
3504,9,5,7,0,1,1,0
3504,15,6,1,0,1,0,0
3505,12,4,1,0,1,0,1
3505,1,13,1,0,1,0,0
3506,10,13,1,5,0.166666667,0,0
3506,1,10,1,0,1,1,0
3507,15,1,1,4,0.2,0,1
3507,10,4,1,5,0.166666667,1,0
3508,4,8,1,0,1,0,0
3509,4,12,1,0,1,0,1
3509,6,13,1,0,1,0,0
3509,12,7,2,3,0.4,0,0
3510,6,3,1,0,1,0,0
3511,11,3,1,2,0.333333333,1,1
3511,1,7,6,3,0.666666667,1,0
3512,10,4,1,0,1,1,0
3512,1,15,8,1,0.888888889,0,1
3512,11,8,3,0,1,0,1
3514,15,4,10,0,1,0,0
3514,9,13,2,1,0.666666667,0,1
3514,2,9,1,1,0.5,0,1
3515,14,6,4,6,0.4,0,1
3516,2,12,3,3,0.5,0,1
3516,8,14,2,0,1,0,0
3517,13,2,1,1,0.5,1,1
3517,8,3,2,0,1,1,1
3518,1,8,2,7,0.222222222,0,1
3519,1,14,5,4,0.555555556,0,0
3519,6,11,4,0,1,0,0
3519,11,9,7,1,0.875,0,0
3520,11,4,7,1,0.875,0,0
3521,6,1,1,3,0.25,0,0
3521,1,8,2,3,0.4,0,1
3522,1,13,1,4,0.2,0,0
3522,15,8,6,3,0.666666667,0,1
3523,6,11,7,1,0.875,0,0
3524,5,11,1,6,0.142857143,0,0
3524,11,10,5,0,1,0,0
3525,11,2,1,4,0.2,0,0
3525,9,13,4,1,0.8,0,1
3526,9,5,2,3,0.4,1,0
3526,2,11,5,5,0.5,0,0
3527,14,2,1,1,0.5,0,0
3528,4,14,4,3,0.571428571,1,0
3528,6,12,4,1,0.8,0,0
3528,13,8,1,1,0.5,0,0
3529,6,2,3,2,0.6,0,0
3530,3,7,5,2,0.714285714,0,0
3530,13,9,2,0,1,0,1
3531,11,5,1,1,0.5,0,0
3531,3,14,3,4,0.428571429,0,0
3531,6,14,2,5,0.285714286,0,1
3533,15,3,1,2,0.333333333,0,1
3533,6,14,1,8,0.111111111,0,1
3533,4,7,1,4,0.2,0,0
3534,14,10,2,1,0.666666667,1,1
3535,9,13,2,4,0.333333333,0,1
3535,5,7,3,3,0.5,1,1
3536,5,15,6,0,1,0,0
3536,15,9,1,0,1,0,0
3537,15,3,1,0,1,0,1
3537,9,15,4,4,0.5,0,0
3538,2,12,6,2,0.75,0,1
3539,11,5,3,1,0.75,0,0
3539,10,14,1,0,1,1,1
3539,2,7,2,6,0.25,0,0
3540,10,2,1,0,1,0,0
3540,12,8,4,0,1,0,0
3541,5,15,4,5,0.444444444,0,0
3542,6,4,9,0,1,0,0
3542,12,8,3,7,0.3,0,0
3543,6,12,6,3,0.666666667,0,0
3543,2,7,1,5,0.166666667,0,0
3544,14,2,3,0,1,0,0
3545,8,12,2,2,0.5,0,0
3545,3,8,1,0,1,1,1
3545,11,9,2,1,0.666666667,0,0
3546,3,11,1,0,1,1,1
3547,7,13,10,0,1,0,0
3547,12,8,8,1,0.888888889,0,0
3548,7,2,10,0,1,0,0
3548,4,11,1,3,0.25,0,0
3549,11,2,2,4,0.333333333,0,0
3549,4,6,2,2,0.5,0,0
3550,9,4,1,0,1,0,1
3550,14,7,2,4,0.333333333,0,1
3551,9,14,1,0,1,0,0
3551,4,9,1,0,1,0,1
3552,11,8,2,8,0.2,0,1
3553,13,4,7,3,0.7,0,0
3553,10,4,3,3,0.5,1,0
3553,1,10,1,7,0.125,1,0
3554,1,13,3,5,0.375,0,0
3555,9,15,5,4,0.555555556,0,0
3555,14,10,1,1,0.5,1,1
3556,14,3,1,1,0.5,0,0
3556,9,1,1,8,0.111111111,0,0
3556,5,15,2,4,0.333333333,0,0
3558,5,11,1,2,0.333333333,0,0
3558,7,13,3,6,0.333333333,0,0
3558,13,7,1,9,0.1,0,0
3559,5,10,3,0,1,0,1
3560,13,4,6,2,0.75,0,0
3560,10,5,2,0,1,0,1
3561,4,9,2,2,0.5,0,1
3562,11,2,3,4,0.428571429,0,0
3562,4,13,3,1,0.75,0,0
3562,9,11,2,0,1,0,0
3563,14,6,4,3,0.571428571,0,1
3564,9,1,2,2,0.5,0,0
3564,2,15,1,6,0.142857143,0,0
3565,13,5,3,3,0.5,0,0
3566,10,15,2,4,0.333333333,0,0
3566,3,10,5,1,0.833333333,0,0
3567,10,2,2,4,0.333333333,0,0
3567,14,8,2,8,0.2,0,0
3568,15,4,6,4,0.6,0,0
3568,4,9,5,1,0.833333333,0,1
3569,9,4,2,5,0.285714286,0,1
3569,4,15,6,0,1,0,0
3570,11,7,3,7,0.3,0,0
3571,13,4,10,0,1,0,0
3571,8,4,3,5,0.375,0,0
3571,4,14,2,0,1,1,0
3573,12,3,1,3,0.25,0,0
3573,7,1,1,9,0.1,1,0
3573,4,11,2,6,0.25,0,0
3574,7,15,10,0,1,0,0
3574,4,8,3,5,0.375,0,0
3574,12,9,4,0,1,0,1
3576,8,2,5,1,0.833333333,1,0
3576,4,11,1,3,0.25,0,0
3576,14,7,1,6,0.142857143,0,1
3577,14,4,5,2,0.714285714,1,0
3577,8,12,4,2,0.666666667,0,0
3578,5,8,3,6,0.333333333,0,0
3579,7,1,7,0,1,1,0
3579,15,8,6,0,1,0,1
3580,14,5,5,1,0.833333333,0,1
3580,4,8,7,0,1,0,0
3581,8,11,3,0,1,0,1
3582,14,2,3,7,0.3,0,0
3582,3,8,4,1,0.8,1,1
3583,8,5,1,0,1,0,0
3584,8,12,1,0,1,0,0
3584,1,6,1,0,1,0,0
3584,12,10,6,0,1,0,0
3585,1,14,1,0,1,0,0
3586,14,1,6,2,0.75,0,0
3586,10,15,3,1,0.75,0,0
3587,10,3,4,0,1,0,0
3587,1,14,1,1,0.5,0,0
3587,14,6,3,5,0.375,0,1
3588,1,7,2,0,1,1,0
3589,12,1,1,0,1,1,0
3589,6,2,1,0,1,0,0
3590,2,9,4,2,0.666666667,0,1
3591,14,5,7,1,0.875,0,1
3591,7,14,10,0,1,0,1
3592,5,14,2,8,0.2,0,1
3592,13,6,3,5,0.375,0,0
3593,9,3,4,1,0.8,0,0
3593,5,9,10,0,1,1,0
3594,14,5,4,3,0.571428571,0,1
3594,9,15,4,1,0.8,0,0
3595,3,7,1,0,1,0,0
3595,12,8,7,0,1,0,0
3596,9,4,2,5,0.285714286,0,1
3597,4,11,1,8,0.111111111,0,0
3597,15,9,4,0,1,0,0
3598,14,4,4,0,1,1,0
3598,6,15,1,6,0.142857143,0,0
3598,4,6,4,5,0.444444444,0,0
3600,11,4,4,2,0.666666667,0,0
3600,5,11,2,0,1,0,0
3600,8,11,2,1,0.666666667,0,1
3601,8,4,3,0,1,0,0
3602,15,2,1,7,0.125,0,0
3602,5,12,3,6,0.333333333,1,0
3603,7,12,4,6,0.4,0,0
3604,7,3,4,6,0.4,0,0
3604,5,9,7,2,0.777777778,1,0
3604,15,6,5,4,0.555555556,0,0
3605,12,3,8,1,0.888888889,0,0
3605,5,11,2,7,0.222222222,0,0
3606,7,13,1,9,0.1,0,0
3607,15,2,1,0,1,0,0
3607,7,1,9,1,0.9,1,0
3607,5,9,10,0,1,1,0
3608,5,13,9,1,0.9,0,0
3609,14,2,5,5,0.5,0,0
3609,6,14,1,0,1,0,1
3610,6,1,1,0,1,0,0
3610,5,10,5,2,0.714285714,0,1
3611,5,11,2,5,0.285714286,0,0
3611,12,8,1,3,0.25,0,0
3612,8,12,6,0,1,0,0
3613,8,3,1,5,0.166666667,1,1
3613,5,14,4,2,0.666666667,0,1
3613,14,8,8,2,0.8,0,0
3614,5,8,3,3,0.5,0,0
3615,8,1,5,4,0.555555556,0,1
3615,13,7,5,0,1,0,0
3616,4,15,4,3,0.571428571,0,0
3617,14,4,2,5,0.285714286,1,0
3617,7,12,1,6,0.142857143,0,0
3618,4,7,9,0,1,0,0
3618,13,10,6,1,0.857142857,0,0
3619,10,1,4,3,0.571428571,1,0
3620,15,4,3,3,0.5,0,0
3620,3,9,4,1,0.8,0,0
3621,6,1,4,2,0.666666667,0,0
3621,3,15,1,4,0.2,0,1
3621,15,9,1,5,0.166666667,0,0
3622,6,13,2,4,0.333333333,0,0
3623,4,12,1,5,0.166666667,0,1
3623,12,6,5,1,0.833333333,0,0
3624,15,3,1,5,0.166666667,0,1
3624,10,11,1,9,0.1,0,0
3625,4,10,5,4,0.555555556,1,0
3626,9,2,2,0,1,0,1
3626,4,12,6,3,0.666666667,0,1
3626,13,7,1,0,1,0,0
3627,12,4,1,0,1,0,1
3628,7,2,1,3,0.25,0,0
3628,5,9,2,7,0.222222222,1,0
3629,5,13,4,5,0.444444444,0,0
3629,7,15,2,2,0.5,0,0
3629,11,6,2,6,0.25,0,0
3630,15,2,5,3,0.625,0,0
3631,10,1,5,2,0.714285714,1,0
3631,4,15,2,5,0.285714286,0,0
3632,13,3,1,0,1,0,0
3632,10,14,1,6,0.142857143,1,1
3632,4,9,5,2,0.714285714,0,1
3634,7,12,3,2,0.6,0,0
3634,1,10,2,0,1,1,0
3634,12,10,1,3,0.25,0,0
3636,11,1,1,5,0.166666667,0,1
3636,8,15,4,5,0.444444444,0,1
3636,3,10,9,0,1,0,0
3637,14,8,3,3,0.5,0,0
3638,10,4,1,0,1,1,0
3638,4,11,3,2,0.6,0,0
3639,15,7,1,4,0.2,0,0
3640,2,15,6,1,0.857142857,0,0
3640,10,15,4,3,0.571428571,0,0
3641,15,4,3,0,1,0,0
3642,10,3,7,1,0.875,0,0
3642,5,7,2,2,0.5,1,1
3643,15,4,3,0,1,0,0
3644,5,15,1,1,0.5,0,0
3644,9,12,1,0,1,0,1
3644,14,9,3,0,1,0,0
3645,9,2,1,0,1,0,1
3646,4,8,8,0,1,0,0
3646,11,8,2,0,1,0,1
3647,4,14,8,0,1,1,0
3647,6,14,2,0,1,0,1
3648,11,3,1,6,0.142857143,1,1
3648,6,4,2,0,1,0,0
3649,1,13,1,1,0.5,0,0
3649,14,10,2,5,0.285714286,1,1
3650,9,4,6,4,0.6,0,1
3650,1,8,2,0,1,0,1
3651,15,3,3,0,1,0,1
3651,9,11,9,1,0.9,0,0
3652,2,7,6,4,0.6,0,0
3653,9,2,1,6,0.142857143,0,1
3653,13,6,7,2,0.777777778,0,0
3654,15,4,2,7,0.222222222,0,0
3654,9,15,5,2,0.714285714,0,0
3654,2,6,4,4,0.5,0,0
3656,3,11,2,3,0.4,1,1
3656,7,15,1,9,0.1,0,0
3656,11,10,1,0,1,0,0
3657,7,4,10,0,1,0,0
3658,13,5,2,4,0.333333333,0,0
3658,5,6,1,0,1,1,1
3659,5,14,1,0,1,0,1
3659,8,15,1,0,1,0,1
3659,14,7,2,4,0.333333333,0,1
3660,8,5,1,0,1,0,0
3661,5,13,1,0,1,0,0
3661,11,10,4,1,0.8,0,0
3662,7,2,8,1,0.888888889,0,0
3663,1,14,2,7,0.222222222,0,0
3663,14,10,2,1,0.666666667,1,1
3664,8,14,4,1,0.8,0,0
3665,12,4,8,0,1,0,1
3665,8,2,4,1,0.8,1,0
3665,5,14,3,3,0.5,0,1
3666,5,8,6,0,1,0,0
3667,10,15,6,0,1,0,0
3667,14,9,1,7,0.125,0,0
3668,10,3,5,1,0.833333333,0,0
3668,5,9,3,1,0.75,1,0
3669,12,5,7,2,0.777777778,1,0
3669,5,15,3,1,0.75,0,0
3670,8,2,3,2,0.6,1,0
3671,5,11,3,7,0.3,0,0
3671,8,12,5,0,1,0,0
3671,12,10,2,2,0.5,0,0
3672,15,2,1,3,0.25,0,0
3672,5,9,9,1,0.9,1,0
3673,8,3,4,3,0.571428571,1,1
3674,12,1,5,0,1,1,0
3674,1,8,2,7,0.222222222,0,1
3675,8,4,4,2,0.666666667,0,0
3675,1,15,5,4,0.555555556,0,1
3675,13,9,3,2,0.6,0,1
3677,11,1,3,0,1,0,1
3677,6,5,3,6,0.333333333,1,1
3677,5,13,2,1,0.666666667,0,0
3678,5,7,1,2,0.333333333,1,1
3678,15,7,1,2,0.333333333,0,0
3679,9,3,2,1,0.666666667,0,0
3680,2,11,2,5,0.285714286,0,0
3680,9,15,1,2,0.333333333,0,0
3680,14,7,3,0,1,0,1
3682,9,5,1,3,0.25,1,0
3682,3,9,1,2,0.333333333,0,0
3682,15,6,2,5,0.285714286,0,0
3684,7,3,1,3,0.25,0,0
3684,4,8,8,2,0.8,0,0
3684,12,7,3,1,0.75,0,0
3685,4,14,9,1,0.9,1,0
3686,12,3,8,0,1,0,0
3686,9,14,6,4,0.6,0,0
3687,9,1,8,2,0.8,0,0
3687,2,12,2,1,0.666666667,0,1
3687,15,8,1,7,0.125,0,1
3689,11,4,1,0,1,0,0
3689,2,13,1,5,0.166666667,1,1
3689,8,12,3,1,0.75,0,0
3690,2,10,5,1,0.833333333,0,0
3691,14,2,1,8,0.111111111,0,0
3691,10,15,5,4,0.555555556,0,0
3692,5,9,1,2,0.333333333,1,0
3692,12,10,4,5,0.444444444,0,0
3693,9,5,1,0,1,1,0
3694,5,14,4,1,0.8,0,1
3694,9,11,1,0,1,0,0
3694,14,7,3,7,0.3,0,1
3695,13,2,2,8,0.2,1,1
3695,5,8,1,4,0.2,0,0
3696,8,14,1,1,0.5,0,0
3697,15,2,8,0,1,0,0
3697,8,5,2,0,1,0,0
3697,4,12,5,3,0.625,0,1
3699,12,3,8,0,1,0,0
3699,8,5,5,4,0.555555556,0,0
3699,4,6,6,0,1,0,0
3700,14,7,6,2,0.75,0,1
3701,10,11,2,5,0.285714286,0,0
3701,2,7,2,4,0.333333333,0,0
3702,12,5,1,0,1,1,0
3703,7,5,4,0,1,1,1
3703,3,9,1,0,1,0,0
3703,12,10,1,0,1,0,0
3704,3,12,1,0,1,0,0
3705,9,5,2,8,0.2,1,0
3705,14,9,1,4,0.2,0,0
3706,2,14,1,0,1,0,0
3706,9,15,3,7,0.3,0,0
3707,15,5,6,3,0.666666667,0,0
3708,10,12,2,4,0.333333333,0,0
3708,2,8,1,0,1,1,0
3709,10,1,6,0,1,1,0
3709,15,10,1,2,0.333333333,0,0
3710,4,10,2,8,0.2,1,0
3711,12,4,5,2,0.714285714,0,1
3711,4,12,4,6,0.4,0,1
3711,10,11,2,3,0.4,0,0
3713,6,3,3,0,1,0,0
3713,2,14,3,0,1,0,0
3713,14,8,1,3,0.25,0,0
3714,2,9,2,1,0.666666667,0,1
3715,11,1,3,2,0.6,0,1
3715,7,12,1,2,0.333333333,0,0
3716,3,7,3,5,0.375,0,0
3717,15,5,4,2,0.666666667,0,0
3717,10,14,7,0,1,1,1
3718,10,3,1,6,0.142857143,0,0
3718,5,15,1,0,1,0,0
3718,13,10,1,5,0.166666667,0,0
3719,5,6,1,0,1,1,1
3720,6,1,3,6,0.333333333,0,0
3720,13,8,1,1,0.5,0,0
3721,5,15,3,6,0.333333333,0,0
3721,6,15,2,7,0.222222222,0,0
3722,11,10,1,0,1,0,0
3723,11,4,1,0,1,0,0
3723,9,3,9,0,1,0,0
3723,3,13,7,0,1,0,0
3724,9,13,7,2,0.777777778,0,1
3724,3,8,2,5,0.285714286,1,1
3725,14,1,2,5,0.285714286,0,0
3726,2,12,1,0,1,0,1
3726,7,15,4,3,0.571428571,0,0
3726,12,8,3,4,0.428571429,0,0
3727,7,2,1,6,0.142857143,0,0
3728,13,2,1,4,0.2,1,1
3728,2,7,1,1,0.5,0,0
3729,10,13,8,0,1,0,0
3730,10,4,1,7,0.125,1,0
3730,1,13,3,2,0.6,0,0
3730,12,6,1,6,0.142857143,0,0
3731,1,8,2,3,0.4,0,1
3732,10,11,5,0,1,0,0
3732,13,10,2,1,0.666666667,0,0
3733,15,2,2,1,0.666666667,0,0
3733,10,4,2,3,0.4,1,0
3733,4,14,2,4,0.333333333,1,0
3735,3,12,1,0,1,0,0
3735,10,13,3,0,1,0,0
3735,15,10,1,0,1,0,0
3736,3,8,1,0,1,1,1
3737,12,4,3,1,0.75,0,1
3737,7,12,1,9,0.1,0,0
3738,7,4,2,8,0.2,0,0
3738,1,10,1,5,0.166666667,1,0
3738,15,8,1,3,0.25,0,1
3740,8,11,3,0,1,0,1
3740,5,6,8,1,0.888888889,1,1
3740,12,8,2,8,0.2,0,0
3742,11,3,1,2,0.333333333,1,1
3742,8,3,1,9,0.1,1,1
3742,5,6,5,1,0.833333333,1,1
3743,5,12,1,5,0.166666667,1,0
3744,12,4,2,4,0.333333333,0,1
3744,9,3,5,3,0.625,0,0
3745,1,11,5,2,0.714285714,0,1
3745,14,6,6,0,1,0,1
3746,9,15,5,1,0.833333333,0,0
3746,1,10,7,0,1,1,0
3747,14,1,2,4,0.333333333,0,0
3747,9,2,6,0,1,0,1
3748,1,7,1,7,0.125,1,0
3748,11,7,3,3,0.5,0,0
3749,6,13,1,5,0.166666667,0,0
3750,14,4,1,3,0.25,1,0
3750,4,7,4,0,1,0,0
3751,4,15,4,0,1,0,0
3751,8,13,3,7,0.3,0,0
3751,13,10,1,3,0.25,0,0
3753,3,12,1,9,0.1,0,0
3753,8,14,1,1,0.5,0,0
3753,14,8,1,3,0.25,0,0
3754,3,8,4,6,0.4,1,1
3755,10,14,1,0,1,1,1
3755,11,9,1,0,1,0,0
3756,10,2,1,0,1,0,0
3756,2,6,1,6,0.142857143,0,0
3757,15,5,4,2,0.666666667,0,0
3758,2,15,2,2,0.5,0,0
3758,10,11,3,4,0.428571429,0,0
3759,13,5,3,2,0.6,0,0
3759,2,8,1,3,0.25,1,0
3760,7,2,4,3,0.571428571,0,0
3760,11,7,5,0,1,0,0
3761,1,9,6,0,1,0,0
3762,10,3,6,1,0.857142857,0,0
3762,12,10,3,0,1,0,0
3763,12,3,1,2,0.333333333,0,0
3763,3,8,3,1,0.75,1,1
3764,10,15,5,2,0.714285714,0,0
3765,10,2,2,5,0.285714286,0,0
3765,1,10,3,2,0.6,1,0
3765,12,8,1,0,1,0,0
3766,12,5,1,0,1,1,0
3767,9,15,4,0,1,0,0
3767,1,10,9,0,1,1,0
3768,15,6,2,0,1,0,0
3769,14,2,2,0,1,0,0
3769,6,3,1,0,1,0,0
3769,2,10,2,0,1,0,0
3770,2,15,1,1,0.5,0,0
3770,6,15,1,0,1,0,0
3771,13,5,3,1,0.75,0,0
3772,8,5,7,0,1,0,0
3772,1,6,6,0,1,0,0
3773,1,12,6,0,1,1,0
3773,13,7,1,5,0.166666667,0,0
3774,8,13,5,1,0.833333333,0,0
3775,15,1,1,0,1,0,1
3775,1,13,1,0,1,0,0
3776,7,14,2,1,0.666666667,0,1
3776,1,7,1,0,1,1,0
3776,15,9,1,0,1,0,0
3778,15,1,6,2,0.75,0,1
3778,8,3,2,5,0.285714286,1,1
3778,2,11,7,1,0.875,0,0
3779,11,9,1,7,0.125,0,0
3780,10,11,2,6,0.25,0,0
3780,3,7,2,0,1,0,0
3781,3,13,2,0,1,0,0
3781,13,7,1,1,0.5,0,0
3782,12,3,1,1,0.5,0,0
3782,8,12,6,3,0.666666667,0,0
3783,8,1,6,3,0.666666667,0,1
3783,1,8,1,5,0.166666667,0,1
3784,11,2,5,1,0.833333333,0,0
3785,6,1,2,5,0.285714286,0,0
3785,1,12,3,0,1,1,0
3785,13,7,2,4,0.333333333,0,0
3786,1,7,2,1,0.666666667,1,0
3787,11,2,3,6,0.333333333,0,0
3787,8,4,9,0,1,0,0
3788,3,11,1,3,0.25,1,1
3788,8,12,1,8,0.111111111,0,0
3789,3,7,4,0,1,0,0
3789,14,10,3,0,1,1,1
3790,12,3,2,1,0.666666667,0,0
3790,10,4,1,0,1,1,0
3791,4,13,8,0,1,0,0
3791,10,14,1,0,1,1,1
3792,14,3,3,5,0.375,0,0
3793,7,5,1,8,0.111111111,1,1
3793,4,13,4,3,0.571428571,0,0
3793,15,6,8,0,1,0,0
3794,7,14,3,6,0.333333333,0,1
3795,5,14,9,1,0.9,0,1
3795,13,6,4,6,0.4,0,0
3796,13,5,4,6,0.4,0,0
3796,10,5,5,3,0.625,0,1
3796,5,8,6,4,0.6,0,0
3798,13,3,2,2,0.5,0,0
3798,10,5,4,2,0.666666667,0,1
3798,1,12,1,0,1,1,0
3799,10,13,5,1,0.833333333,0,0
3799,1,8,1,0,1,0,1
3799,13,6,2,2,0.5,0,0
3801,10,3,2,1,0.666666667,0,0
3801,5,13,2,3,0.4,0,0
3801,14,9,2,7,0.222222222,0,0
3802,10,15,1,2,0.333333333,0,0
3802,5,6,4,1,0.8,1,1
3803,11,7,5,4,0.555555556,0,0
3804,7,3,3,2,0.6,0,0
3804,5,11,4,3,0.571428571,0,0
3805,7,14,3,2,0.6,0,1
3805,11,10,1,8,0.111111111,0,0
3806,1,6,4,2,0.666666667,0,0
3807,7,15,2,0,1,0,0
3807,11,8,1,1,0.5,0,1
3808,13,5,1,1,0.5,0,0
3808,4,12,5,4,0.555555556,0,1
3809,8,14,1,1,0.5,0,0
3809,4,8,1,8,0.111111111,0,0
3810,11,1,2,2,0.5,0,1
3811,5,14,3,1,0.75,0,1
3811,6,15,7,2,0.777777778,0,0
3812,13,2,7,1,0.875,1,1
3812,5,9,1,3,0.25,1,0
3813,7,5,2,0,1,1,1
3814,11,2,7,2,0.777777778,0,0
3814,4,6,10,0,1,0,0
3815,10,13,10,0,1,0,0
3815,14,9,9,0,1,0,0
3816,10,5,2,8,0.2,0,1
3816,4,14,9,1,0.9,1,0
3817,4,6,5,5,0.5,0,0
3817,12,7,3,1,0.75,0,0
3818,10,2,1,2,0.333333333,0,0
3819,10,13,1,2,0.333333333,0,0
3819,4,10,4,1,0.8,1,0
3819,13,9,1,5,0.166666667,0,1
3820,12,4,4,2,0.666666667,0,1
3821,6,13,2,7,0.222222222,0,0
3821,4,6,1,1,0.5,0,0
3822,11,4,1,0,1,0,0
3822,4,12,2,0,1,0,1
3823,6,13,1,6,0.142857143,0,0
3823,15,7,1,0,1,0,0
3824,6,3,5,2,0.714285714,0,0
3824,3,15,2,6,0.25,0,1
3825,12,10,2,1,0.666666667,0,0
3826,10,1,8,1,0.888888889,1,0
3826,3,7,3,1,0.75,0,0
3827,3,11,1,3,0.25,1,1
3827,10,15,4,5,0.444444444,0,0
3827,12,6,4,0,1,0,0
3828,12,5,3,1,0.75,1,0
3829,9,4,5,0,1,0,1
3829,2,8,9,0,1,1,0
3830,13,7,3,7,0.3,0,0
3831,9,2,3,0,1,0,1
3831,1,11,1,0,1,0,1
3832,14,4,1,4,0.2,1,0
3832,9,13,2,1,0.666666667,0,1
3832,1,7,1,0,1,1,0
3834,4,15,2,4,0.333333333,0,0
3834,8,13,1,7,0.125,0,0
3834,13,10,3,0,1,0,0
3836,2,12,8,1,0.888888889,0,1
3836,9,13,1,2,0.333333333,0,1
3836,15,6,1,0,1,0,0
3838,12,4,2,5,0.285714286,0,1
3838,8,13,1,0,1,0,0
3838,3,9,1,0,1,0,0
3839,3,12,1,0,1,0,0
3840,9,3,2,4,0.333333333,0,0
3840,11,6,5,5,0.5,0,0
3841,14,2,2,8,0.2,0,0
3841,2,6,2,4,0.333333333,0,0
3842,10,5,1,1,0.5,0,1
3843,2,15,3,0,1,0,0
3843,10,13,2,0,1,0,0
3843,13,8,3,0,1,0,0
3845,14,4,2,2,0.5,1,0
3845,8,15,2,2,0.5,0,1
3845,2,7,3,5,0.375,0,0
3846,2,11,1,7,0.125,0,0
